county,age_cat,sex,race_ethnicity,dt_diagnosis,time_int,new_infections,cumulative_infected,new_unrecovered,cumulative_unrecovered,new_severe,cumulative_severe
San Benito County,65+,FEMALE,3,2023-06-12,202324,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-06-19,202325,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-06-26,202326,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-07-03,202327,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-07-10,202328,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-07-17,202329,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-07-24,202330,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-07-31,202331,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-08-07,202332,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-08-14,202333,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-08-21,202334,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-08-28,202335,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-09-04,202336,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-09-11,202337,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-09-18,202338,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-09-25,202339,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-10-02,202340,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-10-09,202341,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-10-16,202342,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-10-23,202343,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-10-30,202344,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-11-06,202345,0,0,0,0,0,0
San Benito County,65+,FEMALE,3,2023-11-13,202346,1,1,0,0,0,0
San Benito County,65+,FEMALE,3,2023-11-20,202347,0,1,0,0,0,0
San Benito County,65+,FEMALE,3,2023-11-27,202348,0,1,0,0,0,0
San Benito County,65+,FEMALE,3,2023-12-04,202349,0,1,0,0,0,0
San Benito County,65+,FEMALE,3,2023-12-11,202350,0,1,0,0,0,0
San Benito County,65+,FEMALE,3,2023-12-18,202351,0,1,0,0,0,0
San Benito County,65+,FEMALE,3,2023-12-25,202352,0,1,0,0,0,0
San Benito County,65+,FEMALE,4,2023-05-29,202322,0,0,0,0,0,0
San Benito County,65+,FEMALE,4,2023-06-05,202323,2,2,0,0,0,0
San Benito County,65+,FEMALE,4,2023-06-12,202324,0,2,0,0,0,0
San Benito County,65+,FEMALE,4,2023-06-19,202325,1,3,0,0,0,0
San Benito County,65+,FEMALE,4,2023-06-26,202326,0,3,0,0,0,0
San Benito County,65+,FEMALE,4,2023-07-03,202327,0,3,0,0,0,0
San Benito County,65+,FEMALE,4,2023-07-10,202328,1,4,0,0,0,0
San Benito County,65+,FEMALE,4,2023-07-17,202329,0,4,1,1,0,0
San Benito County,65+,FEMALE,4,2023-07-24,202330,0,4,0,1,0,0
San Benito County,65+,FEMALE,4,2023-07-31,202331,0,4,0,1,0,0
San Benito County,65+,FEMALE,4,2023-08-07,202332,1,5,0,1,0,0
San Benito County,65+,FEMALE,4,2023-08-14,202333,0,5,0,1,0,0
San Benito County,65+,FEMALE,4,2023-08-21,202334,0,5,0,1,0,0
San Benito County,65+,FEMALE,4,2023-08-28,202335,3,8,0,1,0,0
San Benito County,65+,FEMALE,4,2023-09-04,202336,1,9,0,1,0,0
San Benito County,65+,FEMALE,4,2023-09-11,202337,2,11,1,2,0,0
San Benito County,65+,FEMALE,4,2023-09-18,202338,1,12,1,3,0,0
San Benito County,65+,FEMALE,4,2023-09-25,202339,2,14,1,4,0,0
San Benito County,65+,FEMALE,4,2023-10-02,202340,1,15,1,5,0,0
San Benito County,65+,FEMALE,4,2023-10-09,202341,1,16,0,5,0,0
San Benito County,65+,FEMALE,4,2023-10-16,202342,2,18,0,5,0,0
San Benito County,65+,FEMALE,4,2023-10-23,202343,2,20,1,6,0,0
San Benito County,65+,FEMALE,4,2023-10-30,202344,0,20,1,7,0,0
San Benito County,65+,FEMALE,4,2023-11-06,202345,0,20,0,7,0,0
San Benito County,65+,FEMALE,4,2023-11-13,202346,0,20,0,7,0,0
San Benito County,65+,FEMALE,4,2023-11-20,202347,0,20,0,7,0,0
San Benito County,65+,FEMALE,4,2023-11-27,202348,0,20,0,7,0,0
San Benito County,65+,FEMALE,4,2023-12-04,202349,0,20,0,7,0,0
San Benito County,65+,FEMALE,4,2023-12-11,202350,0,20,0,7,0,0
San Benito County,65+,FEMALE,4,2023-12-18,202351,0,20,0,7,0,0
San Benito County,65+,FEMALE,4,2023-12-25,202352,0,20,0,7,0,0
San Benito County,65+,FEMALE,5,2023-05-29,202322,0,0,0,0,0,0
San Benito County,65+,FEMALE,5,2023-06-05,202323,0,0,0,0,0,0
San Benito County,65+,FEMALE,5,2023-06-12,202324,0,0,0,0,0,0
San Benito County,65+,FEMALE,5,2023-06-19,202325,0,0,0,0,0,0
San Benito County,65+,FEMALE,5,2023-06-26,202326,0,0,0,0,0,0
San Benito County,65+,FEMALE,5,2023-07-03,202327,0,0,0,0,0,0
San Benito County,65+,FEMALE,5,2023-07-10,202328,0,0,0,0,0,0
San Benito County,65+,FEMALE,5,2023-07-17,202329,0,0,0,0,0,0
San Benito County,65+,FEMALE,5,2023-07-24,202330,0,0,0,0,0,0
San Benito County,65+,FEMALE,5,2023-07-31,202331,1,1,0,0,0,0
San Benito County,65+,FEMALE,5,2023-08-07,202332,0,1,1,1,0,0
San Benito County,65+,FEMALE,5,2023-08-14,202333,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-08-21,202334,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-08-28,202335,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-09-04,202336,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-09-11,202337,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-09-18,202338,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-09-25,202339,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-10-02,202340,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-10-09,202341,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-10-16,202342,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-10-23,202343,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-10-30,202344,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-11-06,202345,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-11-13,202346,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-11-20,202347,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-11-27,202348,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-12-04,202349,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-12-11,202350,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-12-18,202351,0,1,0,1,0,0
San Benito County,65+,FEMALE,5,2023-12-25,202352,0,1,0,1,0,0
San Benito County,65+,FEMALE,6,2023-05-29,202322,0,0,0,0,0,0
San Benito County,65+,FEMALE,6,2023-06-05,202323,0,0,0,0,0,0
San Benito County,65+,FEMALE,6,2023-06-12,202324,0,0,0,0,0,0
San Benito County,65+,FEMALE,6,2023-06-19,202325,0,0,0,0,0,0
San Benito County,65+,FEMALE,6,2023-06-26,202326,0,0,0,0,0,0
San Benito County,65+,FEMALE,6,2023-07-03,202327,0,0,0,0,0,0
San Benito County,65+,FEMALE,6,2023-07-10,202328,0,0,0,0,0,0
San Benito County,65+,FEMALE,6,2023-07-17,202329,0,0,0,0,0,0
San Benito County,65+,FEMALE,6,2023-07-24,202330,1,1,0,0,0,0
San Benito County,65+,FEMALE,6,2023-07-31,202331,0,1,0,0,0,0
San Benito County,65+,FEMALE,6,2023-08-07,202332,0,1,0,0,0,0
San Benito County,65+,FEMALE,6,2023-08-14,202333,0,1,0,0,0,0
San Benito County,65+,FEMALE,6,2023-08-21,202334,0,1,0,0,0,0
San Benito County,65+,FEMALE,6,2023-08-28,202335,0,1,0,0,0,0
San Benito County,65+,FEMALE,6,2023-09-04,202336,2,3,0,0,0,0
San Benito County,65+,FEMALE,6,2023-09-11,202337,1,4,0,0,0,0
San Benito County,65+,FEMALE,6,2023-09-18,202338,1,5,1,1,0,0
San Benito County,65+,FEMALE,6,2023-09-25,202339,1,6,1,2,0,0
San Benito County,65+,FEMALE,6,2023-10-02,202340,0,6,1,3,0,0
San Benito County,65+,FEMALE,6,2023-10-09,202341,0,6,1,4,0,0
San Benito County,65+,FEMALE,6,2023-10-16,202342,0,6,1,5,0,0
San Benito County,65+,FEMALE,6,2023-10-23,202343,0,6,1,6,0,0
San Benito County,65+,FEMALE,6,2023-10-30,202344,0,6,1,7,1,1
San Benito County,65+,FEMALE,6,2023-11-06,202345,0,6,0,7,0,1
San Benito County,65+,FEMALE,6,2023-11-13,202346,0,6,0,7,0,1
San Benito County,65+,FEMALE,6,2023-11-20,202347,0,6,0,7,0,1
San Benito County,65+,FEMALE,6,2023-11-27,202348,0,6,0,7,0,1
San Benito County,65+,FEMALE,6,2023-12-04,202349,0,6,0,7,0,1
San Benito County,65+,FEMALE,6,2023-12-11,202350,0,6,0,7,0,1
San Benito County,65+,FEMALE,6,2023-12-18,202351,0,6,0,7,0,1
San Benito County,65+,FEMALE,6,2023-12-25,202352,0,6,0,7,0,1
San Benito County,65+,FEMALE,7,2023-05-29,202322,0,0,0,0,0,0
San Benito County,65+,FEMALE,7,2023-06-05,202323,1,1,0,0,0,0
San Benito County,65+,FEMALE,7,2023-06-12,202324,1,2,0,0,0,0
San Benito County,65+,FEMALE,7,2023-06-19,202325,1,3,0,0,0,0
San Benito County,65+,FEMALE,7,2023-06-26,202326,4,7,0,0,0,0
San Benito County,65+,FEMALE,7,2023-07-03,202327,5,12,1,1,0,0
San Benito County,65+,FEMALE,7,2023-07-10,202328,6,18,1,2,1,1
San Benito County,65+,FEMALE,7,2023-07-17,202329,4,22,3,5,1,2
San Benito County,65+,FEMALE,7,2023-07-24,202330,4,26,2,7,2,4
San Benito County,65+,FEMALE,7,2023-07-31,202331,10,36,0,7,0,4
San Benito County,65+,FEMALE,7,2023-08-07,202332,7,43,4,11,0,4
San Benito County,65+,FEMALE,7,2023-08-14,202333,10,53,0,11,2,6
San Benito County,65+,FEMALE,7,2023-08-21,202334,22,75,7,18,0,6
San Benito County,65+,FEMALE,7,2023-08-28,202335,24,99,8,26,1,7
San Benito County,65+,FEMALE,7,2023-09-04,202336,17,116,9,35,2,9
San Benito County,65+,FEMALE,7,2023-09-11,202337,27,143,6,41,1,10
San Benito County,65+,FEMALE,7,2023-09-18,202338,27,170,6,47,0,10
San Benito County,65+,FEMALE,7,2023-09-25,202339,20,190,6,53,1,11
San Benito County,65+,FEMALE,7,2023-10-02,202340,9,199,7,60,2,13
San Benito County,65+,FEMALE,7,2023-10-09,202341,10,209,1,61,3,16
San Benito County,65+,FEMALE,7,2023-10-16,202342,15,224,1,62,1,17
San Benito County,65+,FEMALE,7,2023-10-23,202343,17,241,6,68,0,17
San Benito County,65+,FEMALE,7,2023-10-30,202344,15,256,4,72,2,19
San Benito County,65+,FEMALE,7,2023-11-06,202345,6,262,3,75,2,21
San Benito County,65+,FEMALE,7,2023-11-13,202346,2,264,3,78,0,21
San Benito County,65+,FEMALE,7,2023-11-20,202347,1,265,3,81,1,22
San Benito County,65+,FEMALE,7,2023-11-27,202348,0,265,0,81,1,23
San Benito County,65+,FEMALE,7,2023-12-04,202349,0,265,0,81,0,23
San Benito County,65+,FEMALE,7,2023-12-11,202350,0,265,0,81,0,23
San Benito County,65+,FEMALE,7,2023-12-18,202351,0,265,0,81,0,23
San Benito County,65+,FEMALE,7,2023-12-25,202352,0,265,0,81,0,23
San Benito County,65+,MALE,1,2023-05-29,202322,1,1,0,0,0,0
San Benito County,65+,MALE,1,2023-06-05,202323,1,2,0,0,0,0
San Benito County,65+,MALE,1,2023-06-12,202324,1,3,0,0,0,0
San Benito County,65+,MALE,1,2023-06-19,202325,1,4,0,0,0,0
San Benito County,65+,MALE,1,2023-06-26,202326,3,7,0,0,0,0
San Benito County,65+,MALE,1,2023-07-03,202327,7,14,0,0,0,0
San Benito County,65+,MALE,1,2023-07-10,202328,6,20,1,1,0,0
San Benito County,65+,MALE,1,2023-07-17,202329,6,26,1,2,0,0
San Benito County,65+,MALE,1,2023-07-24,202330,4,30,2,4,0,0
San Benito County,65+,MALE,1,2023-07-31,202331,12,42,1,5,2,2
San Benito County,65+,MALE,1,2023-08-07,202332,14,56,2,7,0,2
San Benito County,65+,MALE,1,2023-08-14,202333,16,72,5,12,0,2
San Benito County,65+,MALE,1,2023-08-21,202334,23,95,6,18,1,3
San Benito County,65+,MALE,1,2023-08-28,202335,27,122,9,27,1,4
San Benito County,65+,MALE,1,2023-09-04,202336,22,144,8,35,1,5
San Benito County,65+,MALE,1,2023-09-11,202337,20,164,6,41,4,9
San Benito County,65+,MALE,1,2023-09-18,202338,27,191,9,50,1,10
San Benito County,65+,MALE,1,2023-09-25,202339,31,222,12,62,4,14
San Benito County,65+,MALE,1,2023-10-02,202340,38,260,14,76,1,15
San Benito County,65+,MALE,1,2023-10-09,202341,25,285,15,91,2,17
San Benito County,65+,MALE,1,2023-10-16,202342,25,310,16,107,3,20
San Benito County,65+,MALE,1,2023-10-23,202343,18,328,15,122,0,20
San Benito County,65+,MALE,1,2023-10-30,202344,21,349,3,125,3,23
San Benito County,65+,MALE,1,2023-11-06,202345,8,357,4,129,2,25
San Benito County,65+,MALE,1,2023-11-13,202346,5,362,4,133,0,25
San Benito County,65+,MALE,1,2023-11-20,202347,0,362,2,135,1,26
San Benito County,65+,MALE,1,2023-11-27,202348,0,362,0,135,1,27
San Benito County,65+,MALE,1,2023-12-04,202349,0,362,0,135,0,27
San Benito County,65+,MALE,1,2023-12-11,202350,0,362,0,135,0,27
San Benito County,65+,MALE,1,2023-12-18,202351,0,362,0,135,0,27
San Benito County,65+,MALE,1,2023-12-25,202352,0,362,0,135,0,27
San Benito County,65+,MALE,2,2023-05-29,202322,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-06-05,202323,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-06-12,202324,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-06-19,202325,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-06-26,202326,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-07-03,202327,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-07-10,202328,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-07-17,202329,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-07-24,202330,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-07-31,202331,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-08-07,202332,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-08-14,202333,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-08-21,202334,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-08-28,202335,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-09-04,202336,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-09-11,202337,0,0,0,0,0,0
San Benito County,65+,MALE,2,2023-09-18,202338,1,1,0,0,0,0
San Benito County,65+,MALE,2,2023-09-25,202339,0,1,0,0,0,0
San Benito County,65+,MALE,2,2023-10-02,202340,0,1,0,0,0,0
San Benito County,65+,MALE,2,2023-10-09,202341,1,2,0,0,0,0
San Benito County,65+,MALE,2,2023-10-16,202342,0,2,0,0,0,0
San Benito County,65+,MALE,2,2023-10-23,202343,1,3,0,0,0,0
San Benito County,65+,MALE,2,2023-10-30,202344,0,3,0,0,0,0
San Benito County,65+,MALE,2,2023-11-06,202345,0,3,0,0,0,0
San Benito County,65+,MALE,2,2023-11-13,202346,0,3,0,0,0,0
San Benito County,65+,MALE,2,2023-11-20,202347,0,3,0,0,0,0
San Benito County,65+,MALE,2,2023-11-27,202348,0,3,0,0,0,0
San Benito County,65+,MALE,2,2023-12-04,202349,0,3,0,0,0,0
San Benito County,65+,MALE,2,2023-12-11,202350,0,3,0,0,0,0
San Benito County,65+,MALE,2,2023-12-18,202351,0,3,0,0,0,0
San Benito County,65+,MALE,2,2023-12-25,202352,0,3,0,0,0,0
San Benito County,65+,MALE,3,2023-05-29,202322,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-06-05,202323,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-06-12,202324,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-06-19,202325,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-06-26,202326,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-07-03,202327,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-07-10,202328,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-07-17,202329,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-07-24,202330,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-07-31,202331,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-08-07,202332,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-08-14,202333,0,0,0,0,0,0
San Benito County,65+,MALE,3,2023-08-21,202334,1,1,0,0,0,0
San Benito County,65+,MALE,3,2023-08-28,202335,1,2,0,0,0,0
San Benito County,65+,MALE,3,2023-09-04,202336,0,2,1,1,0,0
San Benito County,65+,MALE,3,2023-09-11,202337,0,2,0,1,0,0
San Benito County,65+,MALE,3,2023-09-18,202338,0,2,0,1,0,0
San Benito County,65+,MALE,3,2023-09-25,202339,0,2,0,1,0,0
San Benito County,65+,MALE,3,2023-10-02,202340,0,2,0,1,0,0
San Benito County,65+,MALE,3,2023-10-09,202341,0,2,0,1,0,0
San Benito County,65+,MALE,3,2023-10-16,202342,1,3,0,1,0,0
San Benito County,65+,MALE,3,2023-10-23,202343,0,3,0,1,0,0
San Benito County,65+,MALE,3,2023-10-30,202344,0,3,0,1,0,0
San Benito County,65+,MALE,3,2023-11-06,202345,0,3,0,1,0,0
San Benito County,65+,MALE,3,2023-11-13,202346,0,3,0,1,0,0
San Benito County,65+,MALE,3,2023-11-20,202347,0,3,0,1,0,0
San Benito County,65+,MALE,3,2023-11-27,202348,0,3,0,1,0,0
San Benito County,65+,MALE,3,2023-12-04,202349,0,3,0,1,0,0
San Benito County,65+,MALE,3,2023-12-11,202350,0,3,0,1,0,0
San Benito County,65+,MALE,3,2023-12-18,202351,0,3,0,1,0,0
San Benito County,65+,MALE,3,2023-12-25,202352,0,3,0,1,0,0
San Benito County,65+,MALE,4,2023-05-29,202322,0,0,0,0,0,0
San Benito County,65+,MALE,4,2023-06-05,202323,0,0,0,0,0,0
San Benito County,65+,MALE,4,2023-06-12,202324,0,0,0,0,0,0
San Benito County,65+,MALE,4,2023-06-19,202325,0,0,0,0,0,0
San Benito County,65+,MALE,4,2023-06-26,202326,1,1,0,0,0,0
San Benito County,65+,MALE,4,2023-07-03,202327,0,1,0,0,0,0
San Benito County,65+,MALE,4,2023-07-10,202328,0,1,0,0,0,0
San Benito County,65+,MALE,4,2023-07-17,202329,0,1,0,0,0,0
San Benito County,65+,MALE,4,2023-07-24,202330,0,1,0,0,0,0
San Benito County,65+,MALE,4,2023-07-31,202331,3,4,0,0,0,0
San Benito County,65+,MALE,4,2023-08-07,202332,1,5,1,1,0,0
San Benito County,65+,MALE,4,2023-08-14,202333,0,5,0,1,0,0
San Benito County,65+,MALE,4,2023-08-21,202334,1,6,0,1,0,0
San Benito County,65+,MALE,4,2023-08-28,202335,1,7,1,2,0,0
San Benito County,65+,MALE,4,2023-09-04,202336,1,8,1,3,0,0
San Benito County,65+,MALE,4,2023-09-11,202337,4,12,1,4,1,1
San Benito County,65+,MALE,4,2023-09-18,202338,1,13,0,4,1,2
San Benito County,65+,MALE,4,2023-09-25,202339,0,13,1,5,0,2
San Benito County,65+,MALE,4,2023-10-02,202340,0,13,1,6,0,2
San Benito County,65+,MALE,4,2023-10-09,202341,0,13,0,6,0,2
San Benito County,65+,MALE,4,2023-10-16,202342,2,15,0,6,0,2
San Benito County,65+,MALE,4,2023-10-23,202343,0,15,0,6,0,2
San Benito County,65+,MALE,4,2023-10-30,202344,1,16,0,6,0,2
San Benito County,65+,MALE,4,2023-11-06,202345,0,16,1,7,0,2
San Benito County,65+,MALE,4,2023-11-13,202346,0,16,0,7,1,3
San Benito County,65+,MALE,4,2023-11-20,202347,0,16,0,7,0,3
San Benito County,65+,MALE,4,2023-11-27,202348,0,16,0,7,0,3
San Benito County,65+,MALE,4,2023-12-04,202349,0,16,0,7,0,3
San Benito County,65+,MALE,4,2023-12-11,202350,0,16,0,7,0,3
San Benito County,65+,MALE,4,2023-12-18,202351,0,16,0,7,0,3
San Benito County,65+,MALE,4,2023-12-25,202352,0,16,0,7,0,3
San Benito County,65+,MALE,5,2023-05-29,202322,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-06-05,202323,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-06-12,202324,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-06-19,202325,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-06-26,202326,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-07-03,202327,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-07-10,202328,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-07-17,202329,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-07-24,202330,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-07-31,202331,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-08-07,202332,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-08-14,202333,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-08-21,202334,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-08-28,202335,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-09-04,202336,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-09-11,202337,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-09-18,202338,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-09-25,202339,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-10-02,202340,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-10-09,202341,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-10-16,202342,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-10-23,202343,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-10-30,202344,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-11-06,202345,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-11-13,202346,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-11-20,202347,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-11-27,202348,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-12-04,202349,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-12-11,202350,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-12-18,202351,0,0,0,0,0,0
San Benito County,65+,MALE,5,2023-12-25,202352,0,0,0,0,0,0
San Benito County,65+,MALE,6,2023-05-29,202322,1,1,0,0,0,0
San Benito County,65+,MALE,6,2023-06-05,202323,0,1,0,0,0,0
San Benito County,65+,MALE,6,2023-06-12,202324,0,1,0,0,0,0
San Benito County,65+,MALE,6,2023-06-19,202325,0,1,0,0,0,0
San Benito County,65+,MALE,6,2023-06-26,202326,0,1,0,0,0,0
San Benito County,65+,MALE,6,2023-07-03,202327,0,1,0,0,0,0
San Benito County,65+,MALE,6,2023-07-10,202328,0,1,0,0,0,0
San Benito County,65+,MALE,6,2023-07-17,202329,0,1,0,0,0,0
San Benito County,65+,MALE,6,2023-07-24,202330,0,1,0,0,0,0
San Benito County,65+,MALE,6,2023-07-31,202331,1,2,0,0,0,0
San Benito County,65+,MALE,6,2023-08-07,202332,0,2,0,0,0,0
San Benito County,65+,MALE,6,2023-08-14,202333,0,2,0,0,0,0
San Benito County,65+,MALE,6,2023-08-21,202334,0,2,0,0,0,0
San Benito County,65+,MALE,6,2023-08-28,202335,2,4,0,0,0,0
San Benito County,65+,MALE,6,2023-09-04,202336,0,4,1,1,0,0
San Benito County,65+,MALE,6,2023-09-11,202337,0,4,0,1,1,1
San Benito County,65+,MALE,6,2023-09-18,202338,0,4,0,1,0,1
San Benito County,65+,MALE,6,2023-09-25,202339,3,7,0,1,0,1
San Benito County,65+,MALE,6,2023-10-02,202340,0,7,1,2,0,1
San Benito County,65+,MALE,6,2023-10-09,202341,1,8,0,2,0,1
San Benito County,65+,MALE,6,2023-10-16,202342,0,8,0,2,0,1
San Benito County,65+,MALE,6,2023-10-23,202343,0,8,0,2,0,1
San Benito County,65+,MALE,6,2023-10-30,202344,1,9,0,2,0,1
San Benito County,65+,MALE,6,2023-11-06,202345,0,9,0,2,0,1
San Benito County,65+,MALE,6,2023-11-13,202346,0,9,0,2,0,1
San Benito County,65+,MALE,6,2023-11-20,202347,0,9,0,2,0,1
San Benito County,65+,MALE,6,2023-11-27,202348,0,9,0,2,0,1
San Benito County,65+,MALE,6,2023-12-04,202349,0,9,0,2,0,1
San Benito County,65+,MALE,6,2023-12-11,202350,0,9,0,2,0,1
San Benito County,65+,MALE,6,2023-12-18,202351,0,9,0,2,0,1
San Benito County,65+,MALE,6,2023-12-25,202352,0,9,0,2,0,1
San Benito County,65+,MALE,7,2023-05-29,202322,0,0,0,0,0,0
San Benito County,65+,MALE,7,2023-06-05,202323,1,1,0,0,0,0
San Benito County,65+,MALE,7,2023-06-12,202324,1,2,0,0,0,0
San Benito County,65+,MALE,7,2023-06-19,202325,1,3,0,0,0,0
San Benito County,65+,MALE,7,2023-06-26,202326,2,5,0,0,0,0
San Benito County,65+,MALE,7,2023-07-03,202327,4,9,0,0,0,0
San Benito County,65+,MALE,7,2023-07-10,202328,1,10,0,0,0,0
San Benito County,65+,MALE,7,2023-07-17,202329,2,12,0,0,0,0
San Benito County,65+,MALE,7,2023-07-24,202330,3,15,1,1,0,0
San Benito County,65+,MALE,7,2023-07-31,202331,9,24,1,2,1,1
San Benito County,65+,MALE,7,2023-08-07,202332,8,32,1,3,0,1
San Benito County,65+,MALE,7,2023-08-14,202333,13,45,3,6,0,1
San Benito County,65+,MALE,7,2023-08-21,202334,16,61,4,10,1,2
San Benito County,65+,MALE,7,2023-08-28,202335,20,81,3,13,2,4
San Benito County,65+,MALE,7,2023-09-04,202336,15,96,7,20,1,5
San Benito County,65+,MALE,7,2023-09-11,202337,19,115,9,29,1,6
San Benito County,65+,MALE,7,2023-09-18,202338,18,133,6,35,5,11
San Benito County,65+,MALE,7,2023-09-25,202339,23,156,6,41,1,12
San Benito County,65+,MALE,7,2023-10-02,202340,11,167,3,44,3,15
San Benito County,65+,MALE,7,2023-10-09,202341,17,184,3,47,1,16
San Benito County,65+,MALE,7,2023-10-16,202342,22,206,5,52,1,17
San Benito County,65+,MALE,7,2023-10-23,202343,15,221,5,57,2,19
San Benito County,65+,MALE,7,2023-10-30,202344,7,228,9,66,4,23
San Benito County,65+,MALE,7,2023-11-06,202345,8,236,5,71,2,25
San Benito County,65+,MALE,7,2023-11-13,202346,3,239,2,73,2,27
San Benito County,65+,MALE,7,2023-11-20,202347,0,239,1,74,0,27
San Benito County,65+,MALE,7,2023-11-27,202348,1,240,0,74,0,27
San Benito County,65+,MALE,7,2023-12-04,202349,0,240,1,75,0,27
San Benito County,65+,MALE,7,2023-12-11,202350,1,241,1,76,0,27
